,Time,League,Player_1,Player_2,Bet,Price,Winner,Scoreline,Returns,Unit_Stake
3414250,2021-04-09 07:25:00,Setka Cup,Yevhen Bielokon,Andrii Hrytsai,Yevhen Bielokon,3.75,Yevhen Bielokon,3-0,3.75,1
3414262,2021-04-09 13:50:00,Setka Cup,Oleg Bindas,Yevhen Trunov,Yevhen Trunov,4.0,Oleg Bindas,3-0,0.0,1
3414264,2021-04-09 14:50:00,Setka Cup,Mykhailo Kistechko,Yevhen Trunov,Yevhen Trunov,5.0,Mykhailo Kistechko,3-0,0.0,1
3414325,2021-04-09 17:10:00,Setka Cup,Ivan Omelchuk,Oleh Filenko,Ivan Omelchuk,2.625,Oleh Filenko,1-3,0.0,1
3414326,2021-04-09 06:30:00,TT Cup Ukraine,Andrei Kostiuk,Eduard Rubtsov,Andrei Kostiuk,1.727,Eduard Rubtsov,0-3,0.0,1
3414362,2021-04-09 10:45:00,TT Star Series,Jakub Seibert,Richard Vyborny,Richard Vyborny,4.333,Jakub Seibert,3-0,0.0,1
3414386,2021-04-09 14:25:00,Setka Cup,Roman Makarenko,Ruslan Solomko,Ruslan Solomko,2.75,Ruslan Solomko,0-3,2.75,1
3414390,2021-04-09 16:25:00,Setka Cup,Serhii Chelpanov,Ruslan Solomko,Serhii Chelpanov,4.5,Serhii Chelpanov,3-2,4.5,1
3414398,2021-04-09 17:55:00,Setka Cup,Serhii Chelpanov,Roman Makarenko,Serhii Chelpanov,3.25,Serhii Chelpanov,3-0,3.25,1
3414454,2021-04-09 20:25:00,Setka Cup,Ruslan Solomko,Yurii Kurishchenko,Ruslan Solomko,2.5,Yurii Kurishchenko,1-3,0.0,1
3414502,2021-04-09 16:15:00,Setka Cup Women,Aniuta Muliarchuk,Marta Maliuta,Aniuta Muliarchuk,5.0,Aniuta Muliarchuk,3-1,5.0,1
3414592,2021-04-09 09:50:00,TT Cup Ukraine,Volodymyr Tuchkevych,Igor Demchuk,Igor Demchuk,3.0,Igor Demchuk,0-3,3.0,1
3414593,2021-04-09 10:25:00,TT Cup Ukraine,Samvel Melkumian,Volodymyr Tuchkevych,Samvel Melkumian,3.75,Samvel Melkumian,3-2,3.75,1
3414677,2021-04-09 08:45:00,Liga Pro,Igor Mihaylov,Oleg Kutuzov,Igor Mihaylov,6.5,Oleg Kutuzov,0-3,0.0,1
3414683,2021-04-09 08:45:00,Liga Pro,Vadim Evlampiev,Alexey Slashchilin,Alexey Slashchilin,6.5,Vadim Evlampiev,3-0,0.0,1
3414718,2021-04-09 10:45:00,Liga Pro,Igor Mihaylov,Vladimir Belyakov,Igor Mihaylov,4.5,Vladimir Belyakov,2-3,0.0,1
3415003,2021-04-09 14:00:00,Setka Cup Women,Alina Novosad,Svitlana Yureneva,Svitlana Yureneva,5.5,Alina Novosad,3-2,0.0,1
3415006,2021-04-09 15:30:00,Setka Cup Women,Alina Novosad,Anastasiia Mydvetska,Anastasiia Mydvetska,4.0,Alina Novosad,3-2,0.0,1
3415070,2021-04-09 09:05:00,TT Cup Ukraine,Andrey Scherinskiy,Andrii Herasymenko,Andrii Herasymenko,3.4,Andrey Scherinskiy,3-1,0.0,1
3415076,2021-04-09 09:40:00,TT Cup Ukraine,Dmytro Halai,Vladyslav Batenko,Dmytro Halai,3.4,Dmytro Halai,3-1,3.4,1
3415313,2021-04-09 20:45:00,Liga Pro,Aleksandr Golyshev,Evgeny Kalashnikov,Aleksandr Golyshev,2.5,Evgeny Kalashnikov,2-3,0.0,1
3415348,2021-04-09 09:35:00,TT Cup Ukraine,Serhii Kiilo,Mykola Zakladnyi,Mykola Zakladnyi,2.5,Serhii Kiilo,3-1,0.0,1
3415506,2021-04-09 18:50:00,Setka Cup,Bohdan Havryliuk,Yevhen Skorobahatyi,Bohdan Havryliuk,3.0,Yevhen Skorobahatyi,1-3,0.0,1
3416118,2021-04-09 09:25:00,TT Cup Ukraine,Eduard Rubtsov,Denis Vakulenko,Denis Vakulenko,1.909,Denis Vakulenko,0-3,1.909,1
3416371,2021-04-09 19:00:00,Liga Pro,Anton Gerasimov,Oleg Pronin,Oleg Pronin,6.5,Anton Gerasimov,3-0,0.0,1
3416374,2021-04-09 18:15:00,Liga Pro,Ivan Moshkov,Dmitriy Tunitsyn,Ivan Moshkov,4.333,Dmitriy Tunitsyn,2-3,0.0,1
3416399,2021-04-09 14:35:00,Setka Cup,Serhii Kuprykov,Dmitriy Pereyaslovskyi,Dmitriy Pereyaslovskyi,3.4,Serhii Kuprykov,3-0,0.0,1
3416609,2021-04-09 21:30:00,Liga Pro,Sergei Ogai,Andrey Pravednov,Sergei Ogai,3.75,Andrey Pravednov,1-3,0.0,1
3416637,2021-04-10 00:00:00,Liga Pro,Roman Pavlenko,Andrey Pravednov,Andrey Pravednov,4.333,Roman Pavlenko,3-2,0.0,1
3416661,2021-04-09 22:15:00,Liga Pro,Alexei Vlasov,Artem Suntsov,Alexei Vlasov,4.5,Artem Suntsov,0-3,0.0,1
3416792,2021-04-09 20:35:00,TT Cup Ukraine,Oleksandr Shchytka,Stanislav Harenko,Oleksandr Shchytka,3.25,Oleksandr Shchytka,3-0,3.25,1
3417214,2021-04-10 12:30:00,Setka Cup Women,Kateryna Somova,Anzhela Hassan,Anzhela Hassan,3.25,Anzhela Hassan,1-3,3.25,1
3417248,2021-04-10 10:55:00,Setka Cup,Serhii Pitsyk,Yevhenii Sokoltsov,Yevhenii Sokoltsov,4.0,Serhii Pitsyk,3-1,0.0,1
3417253,2021-04-10 12:35:00,Setka Cup Women,Anastasiia Dudnyk,Nataliia Kosmina,Anastasiia Dudnyk,2.625,Nataliia Kosmina,0-3,0.0,1
3417254,2021-04-10 13:05:00,Setka Cup Women,Alisa Dubrova,Marharyta Saltanovska,Marharyta Saltanovska,4.5,Alisa Dubrova,3-1,0.0,1
3417324,2021-04-10 16:40:00,Setka Cup,Anatolii Nazarov,Egor Kovpak,Egor Kovpak,2.75,Anatolii Nazarov,3-1,0.0,1
3417328,2021-04-10 12:50:00,Setka Cup,Serhii Rak,Stanislav Nikolenko,Stanislav Nikolenko,2.75,Stanislav Nikolenko,2-3,2.75,1
3417332,2021-04-10 12:40:00,Setka Cup,Oleksandr Budnikov,Egor Kovpak,Egor Kovpak,1.833,Egor Kovpak,0-3,1.833,1
3417340,2021-04-10 15:50:00,Setka Cup,Volodymyr Korobko,Serhii Rak,Volodymyr Korobko,3.25,Serhii Rak,1-3,0.0,1
3417342,2021-04-10 16:50:00,Setka Cup,Volodymyr Korobko,Oleksandr Hordiichuk,Volodymyr Korobko,4.0,Oleksandr Hordiichuk,1-3,0.0,1
3417819,2021-04-10 16:50:00,Setka Cup,Oleksii Hrymovskyi,Oleksandr Zaporozhets,Oleksii Hrymovskyi,3.25,Oleksandr Zaporozhets,2-3,0.0,1
3417829,2021-04-10 16:20:00,Setka Cup,Mykhailo Teteruk,Yurii Shmyndra,Mykhailo Teteruk,3.25,Yurii Shmyndra,2-3,0.0,1
3417871,2021-04-10 07:15:00,Setka Cup Women,Liudmyla Kudriei,Tamara Kravchuk,Tamara Kravchuk,3.25,Liudmyla Kudriei,3-0,0.0,1
3418015,2021-04-10 13:00:00,TT Cup Ukraine,Lev Kats,Serhii Boiko,Serhii Boiko,4.5,Lev Kats,3-0,0.0,1
3418129,2021-04-10 08:15:00,TT Cup Ukraine,Oleksandr Zhukovskyi,Yevhen Masko,Oleksandr Zhukovskyi,2.2,Oleksandr Zhukovskyi,3-0,2.2,1
3418153,2021-04-10 07:05:00,TT Cup Ukraine,Dmytro Alekseenko,Denis Vakulenko,Denis Vakulenko,2.5,Denis Vakulenko,0-3,2.5,1
3418155,2021-04-10 08:15:00,TT Cup Ukraine,Eduard Rubtsov,Denis Vakulenko,Denis Vakulenko,1.833,Denis Vakulenko,0-3,1.833,1
3418335,2021-04-11 00:15:00,Liga Pro,Oleg Shagarov,Roman Kobytov,Roman Kobytov,3.75,Roman Kobytov,2-3,3.75,1
3419098,2021-04-10 10:35:00,TT Cup Ukraine,Dmytro Alekseenko,Denis Vakulenko,Denis Vakulenko,2.2,Dmytro Alekseenko,3-2,0.0,1
3419443,2021-04-10 14:55:00,TT Cup Ukraine,Anatolii Levshyn,Alexander Tkachenko,Anatolii Levshyn,2.625,Anatolii Levshyn,3-2,2.625,1
3419505,2021-04-10 13:35:00,Setka Cup Women,Iryna Hrusko,Yevheniia Severina,Iryna Hrusko,2.5,Yevheniia Severina,2-3,0.0,1
3419507,2021-04-10 15:35:00,Setka Cup Women,Anastasiia Dudnyk,Yevheniia Severina,Anastasiia Dudnyk,3.25,Yevheniia Severina,1-3,0.0,1
3419619,2021-04-10 23:25:00,Setka Cup,Serhii Bondarenko,Maksym Tytskyi,Serhii Bondarenko,3.4,Serhii Bondarenko,3-1,3.4,1
3419787,2021-04-10 16:10:00,TT Cup Ukraine,Sergey Zazimko,Nikita Korbut,Nikita Korbut,3.0,Nikita Korbut,1-3,3.0,1
3420135,2021-04-10 16:35:00,TT Cup Ukraine,Vadim Komar,Oleksandr Yarovoi,Oleksandr Yarovoi,3.75,Oleksandr Yarovoi,2-3,3.75,1
3420575,2021-04-11 16:40:00,Setka Cup Women,Polina Nerush,Tetyana Mudrak,Tetyana Mudrak,4.0,Polina Nerush,3-2,0.0,1
3420601,2021-04-10 16:15:00,Liga Pro,Ivan Kirpitnev,Alexey Slashchilin,Alexey Slashchilin,2.625,Ivan Kirpitnev,3-1,0.0,1
3420657,2021-04-11 05:15:00,Liga Pro,Anatoly Trushkin,Vitaly Bazilevsky,Vitaly Bazilevsky,2.5,Anatoly Trushkin,3-2,0.0,1
3420662,2021-04-11 14:15:00,Setka Cup,Marat Yakubov,Serhii Solomko,Marat Yakubov,2.625,Marat Yakubov,3-0,2.625,1
3420757,2021-04-11 17:50:00,Setka Cup,Serhii Burdelnyi,Serhii Dovzhenko,Serhii Dovzhenko,3.25,Serhii Dovzhenko,0-3,3.25,1
3420766,2021-04-11 12:30:00,Liga Pro,Andrey Yakovlev,Andrey Zabrodin,Andrey Zabrodin,4.333,Andrey Yakovlev,3-0,0.0,1
3420787,2021-04-11 05:20:00,Setka Cup,Volodymyr Korobko,Serhii Rak,Volodymyr Korobko,3.25,Serhii Rak,1-3,0.0,1
3420796,2021-04-11 05:25:00,TT Cup Ukraine,Lev Kats,Serhii Boiko,Serhii Boiko,4.0,Lev Kats,3-0,0.0,1
3420801,2021-04-11 08:20:00,Setka Cup,Oleksandr Hordiichuk,Volodymyr Korobko,Volodymyr Korobko,2.5,Oleksandr Hordiichuk,3-1,0.0,1
3421019,2021-04-11 06:30:00,Setka Cup Women,Nadiia Kovtun,Lilia Andreeva,Nadiia Kovtun,4.333,Lilia Andreeva,0-3,0.0,1
3421022,2021-04-11 09:30:00,Setka Cup Women,Kateryna Somova,Nadiia Kovtun,Nadiia Kovtun,3.75,Kateryna Somova,3-0,0.0,1
3421056,2021-04-11 06:55:00,Setka Cup Women,Yuliia Tryhub,Roksolana Kurdova,Roksolana Kurdova,3.75,Roksolana Kurdova,0-3,3.75,1
3421064,2021-04-11 09:25:00,Setka Cup Women,Yuliia Tryhub,Anastasia Gordinskaya,Anastasia Gordinskaya,4.333,Yuliia Tryhub,3-0,0.0,1
3421067,2021-04-11 08:25:00,Setka Cup Women,Anastasia Gordinskaya,Roksolana Kurdova,Anastasia Gordinskaya,3.75,Anastasia Gordinskaya,3-0,3.75,1
3421222,2021-04-11 16:30:00,Liga Pro,Igor Zemit,Vladimir Staroverov,Vladimir Staroverov,3.4,Igor Zemit,3-0,0.0,1
3421225,2021-04-11 18:00:00,Liga Pro,Kirill Malahov,Igor Zemit,Kirill Malahov,3.0,Kirill Malahov,3-2,3.0,1
3421255,2021-04-11 20:45:00,Liga Pro,Artem Tsitselskii,Aleksandr Golyshev,Artem Tsitselskii,4.333,Aleksandr Golyshev,1-3,0.0,1
3421274,2021-04-11 18:15:00,Liga Pro,Evgeniy Ilyukhin,Petr Zyuzikov,Evgeniy Ilyukhin,3.75,Petr Zyuzikov,0-3,0.0,1
3421290,2021-04-11 20:45:00,Liga Pro,Oleg Kutuzov,Igor Mihaylov,Igor Mihaylov,5.5,Oleg Kutuzov,3-0,0.0,1
3421291,2021-04-11 21:45:00,Liga Pro,Igor Mihaylov,Denis Molodtsov,Igor Mihaylov,4.333,Denis Molodtsov,0-3,0.0,1
3422378,2021-04-11 16:10:00,TT Cup Ukraine,Sergey Zazimko,Nikita Korbut,Nikita Korbut,2.625,Sergey Zazimko,3-2,0.0,1
3422388,2021-04-11 13:50:00,TT Cup Ukraine,Sergey Zazimko,Daniil Gabrelian,Daniil Gabrelian,3.5,Sergey Zazimko,3-0,0.0,1
3422433,2021-04-11 14:55:00,Setka Cup,Serhii Bondarenko,Roman Gnoevoy,Serhii Bondarenko,4.5,Serhii Bondarenko,3-1,4.5,1
3422439,2021-04-11 17:55:00,Setka Cup,Serhii Bondarenko,Yuriy Kolesnik,Serhii Bondarenko,2.5,Serhii Bondarenko,3-1,2.5,1
3422446,2021-04-11 19:25:00,Setka Cup,Serhii Bondarenko,Maksym Tytskyi,Serhii Bondarenko,2.5,Maksym Tytskyi,0-3,0.0,1
3422447,2021-04-11 22:55:00,Setka Cup,Artem Lisechko,Yevhenii Sokoltsov,Yevhenii Sokoltsov,3.4,Yevhenii Sokoltsov,0-3,3.4,1
3422816,2021-04-11 23:45:00,Liga Pro,Vladislav Chahur,Oleg Kutuzov,Vladislav Chahur,2.2,Oleg Kutuzov,2-3,0.0,1
3423048,2021-04-12 00:00:00,TT Cup Ukraine,Sergey Maksimiv,Maksym Mykytiuk,Maksym Mykytiuk,3.0,Maksym Mykytiuk,0-3,3.0,1
3423099,2021-04-12 14:30:00,Czech Liga Pro,Milan Kolar,Adam Barbora,Milan Kolar,3.0,Adam Barbora,0-3,0.0,1
3423101,2021-04-12 15:30:00,Czech Liga Pro,Adam Barbora,Tomas Varnuska,Tomas Varnuska,3.0,Tomas Varnuska,2-3,3.0,1
3423374,2021-04-12 13:00:00,Setka Cup Women,Yuliia Tryhub,Oleksandra Tsiupko,Yuliia Tryhub,2.25,Oleksandra Tsiupko,1-3,0.0,1
3423377,2021-04-12 14:30:00,Setka Cup Women,Nadiia Harmash,Oleksandra Tsiupko,Nadiia Harmash,2.625,Oleksandra Tsiupko,0-3,0.0,1
3423379,2021-04-12 15:30:00,Setka Cup Women,Anastasiia Kozak,Oleksandra Tsiupko,Anastasiia Kozak,3.25,Oleksandra Tsiupko,2-3,0.0,1
3423390,2021-04-12 13:40:00,Setka Cup,Vladyslav Mishchenko,Artem Yurkov,Artem Yurkov,3.75,Vladyslav Mishchenko,3-1,0.0,1
3423565,2021-04-12 08:00:00,Setka Cup,Vladimir Chornobab,Mikhail Mosyuk,Vladimir Chornobab,2.5,Mikhail Mosyuk,2-3,0.0,1
3423602,2021-04-12 16:20:00,Setka Cup,Andrii Dombrovskyi,Valery Vlasenko,Andrii Dombrovskyi,2.0,Andrii Dombrovskyi,3-1,2.0,1
3423603,2021-04-12 16:50:00,Setka Cup,Yurii Kurishchenko,Rodion Kapinus,Rodion Kapinus,3.5,Rodion Kapinus,2-3,3.5,1
3423606,2021-04-12 15:45:00,Setka Cup,Oleksandr Kochetkov,Oleh Ponomarenko,Oleksandr Kochetkov,3.25,Oleh Ponomarenko,1-3,0.0,1
3423609,2021-04-12 17:15:00,Setka Cup,Volodymyr Kononikhin,Oleksandr Kochetkov,Oleksandr Kochetkov,3.25,Volodymyr Kononikhin,3-0,0.0,1
3423626,2021-04-12 18:50:00,Setka Cup,Rodion Kapinus,Valery Vlasenko,Rodion Kapinus,3.75,Rodion Kapinus,3-0,3.75,1
3423631,2021-04-12 17:55:00,Setka Cup,Yevhen Bielokon,Andrii Hrytsai,Yevhen Bielokon,2.375,Andrii Hrytsai,0-3,0.0,1
3423850,2021-04-12 10:45:00,Liga Pro,Pavel Semeshin,Alexey Lobanov,Pavel Semeshin,1.833,Pavel Semeshin,3-2,1.833,1
3423863,2021-04-12 06:40:00,TT Cup Ukraine,Oleg Obidnyi,Borys Buriak,Oleg Obidnyi,3.25,Borys Buriak,1-3,0.0,1
3423884,2021-04-12 09:35:00,TT Cup Ukraine,Ilya Yanishevskiy,Oleg Obidnyi,Oleg Obidnyi,4.333,Ilya Yanishevskiy,3-1,0.0,1
3423928,2021-04-12 11:05:00,TT Cup Ukraine,Volodymyr Plishylo,Nazar Kovalchuk,Volodymyr Plishylo,3.25,Volodymyr Plishylo,3-2,3.25,1
3423933,2021-04-12 08:15:00,TT Cup Ukraine,Vitaliy Khamurda,Dmitriy Derevinskiy,Vitaliy Khamurda,2.5,Dmitriy Derevinskiy,1-3,0.0,1
3424063,2021-04-12 17:15:00,Liga Pro,Dmitri Razinkov,Nikita Lyfenko,Nikita Lyfenko,2.5,Dmitri Razinkov,3-0,0.0,1
3424066,2021-04-12 18:45:00,Liga Pro,Ivan Moshkov,Dmitri Razinkov,Ivan Moshkov,2.75,Ivan Moshkov,3-2,2.75,1
3424071,2021-04-12 16:45:00,Liga Pro,Aleksandr Petrov,Artem Tsitselskii,Aleksandr Petrov,2.5,Artem Tsitselskii,2-3,0.0,1
3424083,2021-04-12 21:45:00,Liga Pro,Oleg Kutuzov,Artem Suntsov,Oleg Kutuzov,3.75,Artem Suntsov,0-3,0.0,1
3424856,2021-04-12 15:15:00,Liga Pro,Oleg Belugin,Aleksandr Poprocky,Aleksandr Poprocky,3.5,Aleksandr Poprocky,1-3,3.5,1
3425072,2021-04-12 18:05:00,Setka Cup,Mykola Polysynskyi,Yevhenii Sokoltsov,Yevhenii Sokoltsov,3.75,Mykola Polysynskyi,3-0,0.0,1
3425073,2021-04-12 19:05:00,Setka Cup,Artem Lisechko,Yevhenii Sokoltsov,Yevhenii Sokoltsov,2.25,Yevhenii Sokoltsov,1-3,2.25,1
3425150,2021-04-12 10:20:00,Setka Cup,Valeriy Kolesnykov,Andrii Obishchenko,Valeriy Kolesnykov,3.25,Valeriy Kolesnykov,3-0,3.25,1
3425517,2021-04-12 14:45:00,Liga Pro,Andrey Duka,Aleksandr Vorozheykin,Aleksandr Vorozheykin,3.0,Aleksandr Vorozheykin,0-3,3.0,1
3425568,2021-04-12 16:45:00,TT Cup Ukraine Women,Iryna Aseeva,Alina Kurtenko,Iryna Aseeva,3.25,Iryna Aseeva,3-0,3.25,1
3425601,2021-04-12 17:40:00,TT Cup Ukraine,Serhii Kubrak,Vladyslav Volokhov,Vladyslav Volokhov,4.0,Serhii Kubrak,3-1,0.0,1
3425656,2021-04-12 15:25:00,TT Cup Ukraine,Denis Vakulenko,Vitalii Vovk,Denis Vakulenko,2.2,Vitalii Vovk,0-3,0.0,1
3425880,2021-04-13 05:15:00,Liga Pro,Vladimir Sinkovskiy,Andrey Zabrodin,Andrey Zabrodin,3.25,Andrey Zabrodin,2-3,3.25,1
3425910,2021-04-13 07:15:00,Liga Pro,Vladimir Zubkov,Andrey Zabrodin,Andrey Zabrodin,3.25,Vladimir Zubkov,3-1,0.0,1
3426024,2021-04-13 00:55:00,TT Cup Ukraine,Roman Pinchuk,Petro Tsolik,Roman Pinchuk,2.625,Petro Tsolik,1-3,0.0,1
3426155,2021-04-13 05:35:00,Setka Cup,Volodymyr Butko,Eduard Sotnikov,Volodymyr Butko,2.75,Volodymyr Butko,3-0,2.75,1
3426306,2021-04-13 18:20:00,Setka Cup,Yaroslav Tebenko,Serhii Hot,Serhii Hot,3.25,Yaroslav Tebenko,3-2,0.0,1
3426348,2021-04-13 15:15:00,Setka Cup,Serhii Semenets,Serhii Burdelnyi,Serhii Semenets,2.625,Serhii Burdelnyi,1-3,0.0,1
3426358,2021-04-13 17:15:00,Setka Cup,Sergey Yatsenko,Serhii Burdelnyi,Sergey Yatsenko,2.5,Sergey Yatsenko,3-0,2.5,1
3426363,2021-04-13 16:15:00,Setka Cup,Serhii Burdelnyi,Oleg Pereguda,Oleg Pereguda,3.75,Serhii Burdelnyi,3-2,0.0,1
3426364,2021-04-13 17:45:00,Setka Cup,Serhii Semenets,Serhii Solomko,Serhii Semenets,2.625,Serhii Solomko,2-3,0.0,1
3426366,2021-04-13 18:45:00,Setka Cup,Sergey Yatsenko,Serhii Semenets,Serhii Semenets,4.0,Sergey Yatsenko,3-2,0.0,1
3426618,2021-04-13 12:30:00,Liga Pro,Kim Sen,Andrey Zabrodin,Kim Sen,3.75,Andrey Zabrodin,1-3,0.0,1
3426678,2021-04-13 08:50:00,TT Cup Ukraine Women,Natalia Khmelevskaia,Galyna Telnaya,Galyna Telnaya,6.5,Natalia Khmelevskaia,3-0,0.0,1
3426714,2021-04-13 08:50:00,TT Cup Ukraine,Vitaliy Khamurda,Dmitriy Derevinskiy,Vitaliy Khamurda,2.625,Dmitriy Derevinskiy,1-3,0.0,1
3427188,2021-04-13 10:15:00,TT Cup Ukraine,Anton Myrza,Yevhenii Omitsynskyi,Anton Myrza,2.625,Yevhenii Omitsynskyi,0-3,0.0,1
3427272,2021-04-13 10:30:00,Setka Cup,Petr Dvorak,Matej Zaboj,Matej Zaboj,2.5,Petr Dvorak,3-0,0.0,1
3427291,2021-04-13 16:30:00,Setka Cup,Rodion Kapinus,Valery Vlasenko,Rodion Kapinus,3.25,Rodion Kapinus,3-1,3.25,1
3428466,2021-04-13 17:55:00,TT Cup Ukraine Women,Iryna Aseeva,Anna Miklukha,Iryna Aseeva,2.25,Iryna Aseeva,3-1,2.25,1
3428567,2021-04-13 13:35:00,TT Cup Ukraine,Sergey Zemyantsev,Anton Riabukhin,Anton Riabukhin,3.25,Sergey Zemyantsev,3-1,0.0,1
3428568,2021-04-13 13:40:00,TT Cup Ukraine,Denis Vakulenko,Vitalii Vovk,Denis Vakulenko,2.25,Denis Vakulenko,3-1,2.25,1
3428589,2021-04-13 22:45:00,Liga Pro,Aleksandr Petrov,Yurii Merkushin,Aleksandr Petrov,2.75,Aleksandr Petrov,3-1,2.75,1
3428599,2021-04-13 22:00:00,Liga Pro,Dmitry Ignatiev,Timofey Shatilov,Dmitry Ignatiev,1.833,Dmitry Ignatiev,3-0,1.833,1
3428600,2021-04-13 23:00:00,Liga Pro,Konstantin Churin,Timofey Shatilov,Konstantin Churin,3.4,Timofey Shatilov,2-3,0.0,1
3428602,2021-04-14 00:30:00,Liga Pro,Ilya Novikov,Konstantin Churin,Konstantin Churin,2.25,Konstantin Churin,2-3,2.25,1
3428877,2021-04-13 21:25:00,Setka Cup,Oleksandr Gomilko,Roman Gnoevoy,Oleksandr Gomilko,2.625,Roman Gnoevoy,0-3,0.0,1
3429030,2021-04-14 14:30:00,Setka Cup,Vitalii Vasko,Konstiantyn Tsoi,Konstiantyn Tsoi,3.5,Vitalii Vasko,3-2,0.0,1
3429095,2021-04-14 11:15:00,Liga Pro,Igor Poletaev,Alexey Slashchilin,Igor Poletaev,7.0,Alexey Slashchilin,1-3,0.0,1
3429200,2021-04-14 15:10:00,Setka Cup,Nazar Kasianyk,Andrii Melchenko,Nazar Kasianyk,3.25,Nazar Kasianyk,3-1,3.25,1
3429216,2021-04-14 05:30:00,Liga Pro,Oleg Belugin,Pavel Vshivkov,Oleg Belugin,7.5,Oleg Belugin,3-1,7.5,1
3429226,2021-04-14 06:30:00,Liga Pro,Albert Bogomolov,Pavel Vshivkov,Albert Bogomolov,3.0,Albert Bogomolov,3-0,3.0,1
3429327,2021-04-14 05:50:00,Setka Cup,Vladyslav Mishchenko,Andrii Dombrovskyi,Andrii Dombrovskyi,2.2,Vladyslav Mishchenko,3-0,0.0,1
3429486,2021-04-14 05:45:00,Setka Cup Women,Nadiia Harmash,Nataliia Svydnytska,Nataliia Svydnytska,3.75,Nadiia Harmash,3-0,0.0,1
3429492,2021-04-14 09:45:00,Setka Cup Women,Olha Yureneva,Anastasiia Kozak,Olha Yureneva,3.0,Anastasiia Kozak,2-3,0.0,1
3429517,2021-04-14 14:55:00,Setka Cup,Ihor Oranskyi,Maxim Marchuk,Maxim Marchuk,2.375,Ihor Oranskyi,3-0,0.0,1
3429522,2021-04-14 16:25:00,Setka Cup,Ihor Oranskyi,Aleksandr Shapoval,Ihor Oranskyi,3.75,Ihor Oranskyi,3-1,3.75,1
3429716,2021-04-14 09:20:00,Setka Cup,Oleg Gil,Serhii Hot,Serhii Hot,3.25,Serhii Hot,0-3,3.25,1
3429955,2021-04-14 09:05:00,TT Cup Ukraine,Dmytro Drobov,Maxim Nikolenko,Dmytro Drobov,3.5,Maxim Nikolenko,0-3,0.0,1
3429957,2021-04-14 10:15:00,TT Cup Ukraine,Dmytro Drobov,Anton Molochko,Anton Molochko,2.25,Dmytro Drobov,3-2,0.0,1
3430041,2021-04-14 11:00:00,TT Cup Ukraine,Maxim Naumchuk,Mykhailo Marchuk,Mykhailo Marchuk,6.5,Maxim Naumchuk,3-1,0.0,1
3430167,2021-04-14 18:00:00,Czech Liga Pro,Jaromir Zlamal,Petr Silhan,Jaromir Zlamal,3.25,Jaromir Zlamal,3-0,3.25,1
3430188,2021-04-14 16:45:00,Liga Pro,Ivan Moshkov,Dmitri Razinkov,Ivan Moshkov,2.5,Ivan Moshkov,3-1,2.5,1
3430190,2021-04-14 18:30:00,Liga Pro,Vjacheslav Chernov,Igor Zemit,Vjacheslav Chernov,3.75,Vjacheslav Chernov,3-1,3.75,1
3430218,2021-04-14 18:15:00,Liga Pro,Dmitry Petrochenko,Ivan Moshkov,Dmitry Petrochenko,3.75,Ivan Moshkov,1-3,0.0,1
3430891,2021-04-14 15:30:00,TT Cup Ukraine,Vadim Sidorenko,Anton Veliiev,Vadim Sidorenko,2.1,Anton Veliiev,0-3,0.0,1
3430899,2021-04-14 16:05:00,TT Cup Ukraine,Maksim Samaray,Vadim Sidorenko,Vadim Sidorenko,1.8,Maksim Samaray,3-1,0.0,1
3431055,2021-04-14 17:40:00,TT Cup Ukraine,Anton Limonov,Alexander Tuzhylin,Alexander Tuzhylin,2.1,Anton Limonov,3-0,0.0,1
3431146,2021-04-14 14:15:00,TT-Cup Ukraine Women,Tatiana Bairak,Yulija Rechytska,Yulija Rechytska,3.75,Tatiana Bairak,3-0,0.0,1
3431237,2021-04-14 20:45:00,TT Cup Ukraine,Alexander Michalus,Iurii Prokhoruk,Alexander Michalus,4.5,Alexander Michalus,3-0,4.5,1
3431309,2021-04-14 15:45:00,TT Cup Ukraine,Nazarii Haievyi,Vitaliy Zharskiy,Vitaliy Zharskiy,2.625,Vitaliy Zharskiy,0-3,2.625,1
3431458,2021-04-15 06:25:00,Setka Cup,Maksym Balakiriev,Roman Kuvaiev,Roman Kuvaiev,3.5,Maksym Balakiriev,3-2,0.0,1
3431460,2021-04-15 08:55:00,Setka Cup,Andrii Peretiatko,Roman Kuvaiev,Roman Kuvaiev,4.5,Roman Kuvaiev,2-3,4.5,1
3431511,2021-04-15 12:00:00,Setka Cup,Sebastian Ghariani,Dominik Pasek,Sebastian Ghariani,2.75,No Result,0-0,0.0,1
3431553,2021-04-15 16:35:00,Setka Cup,Taras Bonishchuk,Hennadii Portnov,Hennadii Portnov,2.25,Taras Bonishchuk,3-2,0.0,1
3431582,2021-04-15 17:35:00,Setka Cup,Taras Bonishchuk,Valerii Onykyienko,Valerii Onykyienko,3.75,Taras Bonishchuk,3-0,0.0,1
3431596,2021-04-15 11:35:00,Setka Cup,Andrii Sydorenko,Evgeniy Khurtak,Andrii Sydorenko,3.4,Evgeniy Khurtak,0-3,0.0,1
3431654,2021-04-15 14:00:00,Setka Cup,Kyrylo Yurchenko,Mikhail Mosyuk,Kyrylo Yurchenko,2.25,Mikhail Mosyuk,1-3,0.0,1
3431961,2021-04-15 09:15:00,TT Cup Ukraine,Volodymyr Tuchkevych,Andrey Krysak,Andrey Krysak,2.5,Andrey Krysak,0-3,2.5,1
